roomType_keyitem,roomType_bosskey,roomType_s,roomType_b,roomType_k,roomType_l,roomType_p,itemLockedFromNeighbors,distanceOfRoomToOptimalPath,passableFromNeighbors,doorGoTo_keyitem,doorGoTo_bosskey,doorGoTo_s,doorGoTo_b,doorGoTo_k,doorGoTo_l,doorGoTo_p,doorsOnPath,puzzleRoomsInLevel,puzzleLockedDoorsOnPath,itemLockedDoorsInLevel,softLockedToNeighbors,passableDoorsInLevel,doorsToNeighbors,pathLength,bombLockedFromNeighbors,doorTypesFrom_keyitem,doorTypesFrom_bosskey,doorTypesFrom_s,doorTypesFrom_b,doorTypesFrom_k,doorTypesFrom_l,doorTypesFrom_p,bigKeyDoorsInLevel,puzzleNeighbors,bombLockedToNeighbors,distanceToSpecialItem,crossings,pureDepth,oneWayLockedFromNeighbors,lockedDoorsOnPath,bigKeyLockedDoorsOnPath,softLockedDoorsOnPath,bigKeyLockedFromNeighbors,puzzleLockedDoorsInLevel,lockedFromNeighbors,lookAheadsInLevel,puzzleLockedToNeighbors,oneWayLockedToNeighbors,itemRoomsInLevel,enemyRoomsOnPath,doorTypesTo_keyitem,doorTypesTo_bosskey,doorTypesTo_s,doorTypesTo_b,doorTypesTo_k,doorTypesTo_l,doorTypesTo_p,maximumDistanceToPath,distanceToDungeonKey,lockedToNeighbors,lockedDoorsInLevel,bombLockedDoorsOnPath,totalCrossings,itemLockedToNeighbors,roomsOnPath,puzzleLockedFromNeighbors,itemLockedDoorsOnPath,doorCameFrom_keyitem,doorCameFrom_bosskey,doorCameFrom_s,doorCameFrom_b,doorCameFrom_k,doorCameFrom_l,doorCameFrom_p,softLockedDoorsInLevel,oneWayDoorsOnPath,lookAheadsOnPath,puzzleRoomsOnPath,numberOfNeighbors,bigKeyLockedToNeighbors,roomCameFrom_keyitem,roomCameFrom_bosskey,roomCameFrom_s,roomCameFrom_b,roomCameFrom_k,roomCameFrom_l,roomCameFrom_p,doorsInLevel,itemRoomsOnPath,oneWayDoorsInLevel,roomGoTo_keyitem,roomGoTo_bosskey,roomGoTo_s,roomGoTo_b,roomGoTo_k,roomGoTo_l,roomGoTo_p,itemNeighbors,bombLockedDoorsInLevel,passableToNeighbors,enemyRoomsInLevel,maximumCrossings,depth,softLockedFromNeighbors,lookAheadToNeighbors,roomsInLevel,enemyNeighbors,lookAheadFromNeighbors
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,88,21,0,0,0,0,2,53,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,0,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,2,50,3,6,0,0,62,2,0
0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,88,21,0,0,0,0,3,53,1,0,0,0,1,0,0,0,0,1,1,18,1,6,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,1,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,3,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,2,50,3,42,0,0,62,3,0
0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,88,21,0,0,0,0,2,53,1,0,0,0,1,0,0,0,0,1,1,18,0,7,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,1,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,0,0,38,1,50,3,43,0,0,62,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,88,21,0,0,0,0,1,53,1,0,0,0,1,0,0,0,0,1,1,18,0,12,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,1,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,1,0,0,0,21,0,1,14,1,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,28,0,0,62,1,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,88,21,0,0,0,0,2,53,0,0,0,1,0,1,0,0,0,0,0,18,0,9,0,15,0,15,0,0,1,4,0,0,10,27,0,0,1,0,1,0,0,3,nan,1,32,27,53,0,35,0,0,0,0,1,0,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,45,0,1,62,2,1
0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,88,21,0,0,0,0,2,53,1,0,0,0,1,1,0,0,0,1,1,18,0,8,0,15,0,15,0,0,1,4,0,0,10,27,0,0,0,1,1,0,0,3,nan,1,32,27,53,0,35,0,0,0,0,0,1,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,44,0,0,62,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,21,0,0,0,0,2,53,0,0,0,0,0,1,0,0,0,1,0,18,2,11,0,15,0,15,0,0,1,4,0,0,10,27,0,0,0,0,1,0,0,3,nan,1,32,27,53,0,35,0,0,0,0,0,0,1,0,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,1,0,1,1,38,1,50,3,27,0,0,62,2,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,88,21,0,0,2,0,2,53,0,0,0,0,0,0,2,0,0,0,0,18,1,15,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,0,0,2,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,1,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,51,2,0,62,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,88,21,0,0,1,0,2,53,0,0,0,0,0,0,1,0,0,1,0,18,1,14,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,0,0,1,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,1,144,9,0,0,0,0,1,0,0,0,0,38,1,50,3,50,1,0,62,2,0
0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,88,21,0,0,1,0,4,53,0,0,0,0,0,0,1,0,0,1,0,18,2,12,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,0,0,1,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,4,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,1,0,38,3,50,3,28,1,0,62,3,0
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,88,21,0,0,0,0,1,53,0,0,0,0,0,0,0,0,0,0,0,18,0,11,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,0,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,1,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,1,50,3,47,0,0,62,1,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,88,21,0,0,1,0,2,53,0,0,0,0,0,0,1,0,0,1,0,18,0,13,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,0,0,1,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,2,0,0,0,0,0,1,0,1,144,9,0,0,0,0,0,0,0,0,1,38,1,50,3,29,1,0,62,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,88,21,0,0,1,0,3,53,1,0,0,0,1,0,1,0,0,2,1,18,1,10,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,1,0,1,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,3,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,1,0,38,1,50,3,46,1,0,62,3,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,88,21,0,0,1,0,2,53,0,0,0,0,0,0,1,0,0,1,0,18,0,10,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,0,0,1,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,1,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,1,0,38,1,50,3,46,1,0,62,2,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,21,0,0,1,0,3,53,1,0,0,0,1,0,1,0,0,0,1,18,1,9,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,1,0,1,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,1,0,0,0,21,0,1,14,3,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,1,50,3,45,1,0,62,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,88,21,0,0,1,0,3,53,1,0,0,0,1,1,1,0,0,2,1,18,1,11,0,15,0,15,0,0,1,4,0,0,10,27,0,0,0,1,1,1,0,3,nan,1,32,27,53,0,35,0,0,0,0,0,1,0,0,0,21,0,1,14,3,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,1,0,38,0,50,3,47,1,0,62,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,88,21,0,0,1,0,2,53,1,0,0,0,1,0,1,0,0,1,1,18,2,14,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,1,0,1,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,1,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,0,1,38,0,50,3,30,1,0,62,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,88,21,0,0,1,0,2,53,1,0,0,0,1,0,1,0,0,2,1,18,2,13,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,1,0,1,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,1,0,21,0,1,14,2,0,0,0,0,0,1,0,1,144,9,0,0,0,0,0,0,0,1,1,38,0,50,3,29,1,0,62,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,21,0,0,0,0,3,53,3,0,0,0,3,0,0,0,0,1,3,18,3,9,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,3,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,1,0,0,0,21,0,1,14,3,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,1,38,0,50,3,9,0,0,62,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,88,21,0,0,1,0,2,53,1,0,0,0,1,0,1,0,0,0,1,18,2,11,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,1,0,1,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,1,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,1,38,0,50,3,17,1,0,62,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,21,0,0,0,0,2,53,2,0,0,0,2,0,0,0,0,1,2,18,2,10,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,2,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,1,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,1,1,38,0,50,3,16,0,0,62,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,88,21,0,0,0,0,4,53,1,0,0,0,1,2,0,0,0,0,1,18,2,8,0,15,0,15,0,0,2,4,0,0,10,27,0,0,0,1,2,0,0,3,nan,2,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,4,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,2,38,1,50,3,8,0,0,62,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,21,0,0,0,0,2,53,1,0,0,0,1,1,0,0,0,1,1,18,2,8,0,15,0,15,0,0,1,4,0,0,10,27,0,0,0,1,1,0,0,3,nan,1,32,27,53,0,35,0,0,0,0,0,0,1,0,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,1,1,38,0,50,3,24,0,0,62,2,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,88,21,0,0,0,0,3,53,0,0,0,0,0,1,0,0,0,1,0,18,3,7,0,15,0,15,0,0,1,4,0,0,10,27,0,0,0,0,1,0,0,3,nan,1,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,3,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,0,0,38,2,50,3,7,0,0,62,2,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,88,21,0,0,0,0,3,53,0,0,0,0,0,1,0,0,0,3,0,18,2,5,0,15,0,15,0,0,1,4,0,0,10,27,0,0,0,0,1,0,0,3,nan,1,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,3,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,1,0,38,2,50,3,5,0,0,62,3,0
0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,88,21,0,0,0,0,2,53,0,0,0,0,0,1,0,0,0,1,0,18,0,10,0,15,0,15,0,0,1,4,0,0,10,27,0,0,0,0,1,0,0,3,nan,1,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,1,0,38,1,50,3,46,0,0,62,2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,88,21,0,0,1,0,2,53,1,0,0,0,1,0,1,0,0,2,1,18,1,12,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,1,0,1,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,1,0,21,0,1,14,2,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,1,0,38,0,50,3,48,1,0,62,2,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,88,21,0,0,0,0,2,53,0,0,0,0,0,2,0,0,0,0,0,18,0,8,0,15,0,15,0,0,2,4,0,0,10,27,0,0,0,0,2,0,0,3,nan,2,32,27,53,0,35,0,0,0,0,0,0,1,0,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,44,0,0,62,2,0
0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,88,21,0,0,1,0,2,53,0,0,0,0,0,1,1,0,0,0,0,18,0,11,0,15,0,15,0,0,1,4,0,0,10,27,0,0,0,0,1,1,0,3,nan,1,32,27,53,0,35,0,0,0,0,0,0,0,1,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,47,1,0,62,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,88,21,0,0,1,0,2,53,1,0,0,0,1,0,1,0,0,1,1,18,1,13,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,1,0,1,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,1,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,49,1,0,62,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,21,0,0,0,0,3,53,1,0,0,0,1,2,0,0,0,0,1,18,1,8,0,15,0,15,0,0,2,4,0,0,10,27,0,0,0,1,2,0,0,3,nan,2,32,27,53,0,35,0,0,0,0,0,0,1,0,0,21,0,1,14,3,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,44,0,0,62,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,21,0,0,1,0,1,53,0,0,0,0,0,0,1,0,0,0,0,18,1,16,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,0,0,1,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,1,0,21,0,1,14,1,0,0,0,0,1,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,52,1,0,62,1,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,88,21,0,0,1,0,3,53,0,0,0,0,0,2,1,0,0,0,0,18,0,9,0,15,0,15,0,0,2,4,0,0,10,27,0,0,0,0,2,1,0,3,nan,2,32,27,53,0,35,0,0,0,0,0,0,1,0,0,21,0,1,14,3,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,45,1,0,62,2,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,88,21,0,0,1,0,2,53,0,0,0,0,0,1,1,0,0,1,0,18,0,13,0,15,0,15,0,0,1,4,0,0,10,27,0,0,0,0,1,1,0,3,nan,1,32,27,53,0,35,0,0,0,0,0,0,0,1,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,49,1,0,62,2,0
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,88,21,0,0,0,0,2,53,0,0,0,0,0,2,0,0,0,1,0,18,0,12,0,15,0,15,0,0,2,4,0,0,10,27,0,0,0,0,2,0,0,3,nan,2,32,27,53,0,35,0,0,0,0,0,0,1,0,0,21,0,1,14,2,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,48,0,0,62,2,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,88,21,0,0,0,0,3,53,2,0,0,1,2,0,0,0,0,1,2,18,0,7,0,15,0,15,0,0,0,4,0,0,10,27,0,0,1,2,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,1,0,0,0,21,0,1,14,3,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,0,1,38,0,50,3,7,0,1,62,2,1
0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,88,21,0,0,0,0,3,53,1,0,0,0,1,1,0,0,0,0,1,18,2,6,0,15,0,15,0,0,1,4,0,0,10,27,0,0,0,1,1,0,0,3,nan,1,32,27,53,0,35,0,0,0,0,0,0,1,0,0,21,0,1,14,3,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,1,38,1,50,3,6,0,0,62,3,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,88,21,0,0,1,0,2,53,1,0,0,0,1,0,1,0,0,0,1,18,2,9,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,1,0,1,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,1,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,25,1,0,62,1,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,88,21,0,0,0,0,1,53,0,0,0,0,0,0,0,0,0,0,0,18,1,12,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,0,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,1,0,0,0,0,0,1,0,0,144,9,0,0,0,0,0,0,0,0,1,38,1,50,3,12,0,0,62,1,0
0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,88,21,0,0,0,0,2,53,0,0,0,0,0,0,0,0,0,2,0,18,2,11,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,0,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,1,0,1,2,38,2,50,3,11,0,0,62,2,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,88,21,0,0,0,0,3,53,2,0,0,0,2,0,0,0,0,0,2,18,2,10,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,2,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,1,0,0,0,21,0,1,14,3,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,1,0,0,2,38,1,50,3,10,0,0,62,2,0
0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,88,21,0,0,0,0,3,53,1,0,0,0,1,0,0,0,0,1,1,18,0,3,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,1,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,3,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,1,0,38,2,50,3,3,0,0,62,2,0
0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,88,21,0,0,0,0,2,53,0,0,0,0,0,0,0,0,0,2,0,18,0,13,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,0,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,0,1,38,2,50,3,29,0,0,62,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,21,0,0,0,0,4,53,1,0,0,1,1,2,0,0,0,1,1,18,1,7,0,15,0,15,0,0,2,4,0,0,10,27,0,0,1,1,2,0,0,3,nan,2,32,27,53,0,35,0,0,0,0,0,1,0,0,0,21,0,1,14,4,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,43,0,1,62,4,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,21,0,0,0,0,2,53,0,0,0,1,0,1,0,0,0,0,0,18,0,9,0,15,0,15,0,0,1,4,0,0,10,27,0,0,1,0,1,0,0,3,nan,1,32,27,53,0,35,0,0,0,0,1,0,0,0,0,21,0,1,14,2,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,0,0,38,0,50,3,9,0,1,62,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,21,0,0,0,0,1,53,0,0,0,0,0,0,0,0,0,1,0,18,1,12,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,0,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,1,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,0,0,38,1,50,3,18,0,0,62,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,21,0,0,0,0,1,53,0,0,0,0,0,0,0,0,0,1,0,18,1,15,0,15,0,15,0,0,0,4,0,0,10,27,0,0,0,0,0,0,0,3,nan,0,32,27,53,0,35,0,0,0,0,0,0,0,0,0,21,0,1,14,1,0,0,0,0,0,0,0,1,144,9,0,0,0,0,0,0,0,0,0,38,1,50,3,31,0,0,62,1,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,22,4,4,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,6,0,22,0,4,0,2,0,0,10,24,0,0,0,0,0,0,0,4,nan,0,6,6,39,0,31,0,4,0,0,0,0,0,0,0,24,6,2,19,1,0,0,0,0,0,0,0,0,82,8,7,0,0,0,0,0,0,0,0,8,1,29,2,0,0,0,37,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,72,22,4,4,0,0,2,39,0,0,0,0,0,0,0,0,0,1,0,15,1,1,0,6,0,22,0,4,0,2,0,0,10,24,0,0,0,0,0,0,0,4,nan,0,6,6,39,0,31,0,4,0,0,0,0,0,0,0,24,6,2,19,2,0,0,0,1,0,0,0,0,82,8,7,0,0,0,0,0,0,1,0,8,2,29,2,1,0,0,37,1,0
0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,72,22,4,4,1,0,3,39,0,0,0,0,0,0,1,0,0,2,0,15,1,2,0,6,0,22,0,4,0,2,0,0,10,24,0,0,0,0,0,1,0,4,nan,0,6,6,39,0,31,0,4,0,0,0,0,0,0,0,24,6,2,19,3,0,0,0,0,0,0,0,0,82,8,7,0,0,0,0,0,0,1,0,8,2,29,2,2,1,0,37,2,0
0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,72,22,4,4,1,0,3,39,0,0,0,0,0,0,1,0,0,2,0,15,2,3,0,6,0,22,0,4,0,2,0,0,10,24,0,0,0,0,0,1,0,4,nan,0,6,6,39,0,31,0,4,0,0,0,0,0,0,0,24,6,2,19,3,0,0,0,0,0,0,0,1,82,8,7,0,0,0,0,0,0,1,0,8,2,29,2,3,1,0,37,3,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,72,22,4,4,0,0,3,39,0,0,0,0,0,0,0,0,0,2,0,15,2,4,1,6,0,22,0,4,0,2,0,1,10,24,0,0,0,0,0,0,0,4,nan,0,6,6,39,0,31,0,4,0,0,0,0,0,0,0,24,6,2,19,3,0,0,0,0,0,0,0,1,82,8,7,0,0,0,0,0,0,1,0,8,2,29,2,4,0,0,37,3,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,72,22,4,4,0,0,3,39,0,0,0,0,0,0,0,0,0,1,0,15,2,5,0,6,0,22,0,4,0,2,0,0,10,24,0,0,0,0,0,0,0,4,nan,0,6,6,39,0,31,0,4,0,0,0,0,0,0,0,24,6,2,19,3,0,0,0,0,0,0,0,0,82,8,7,0,0,0,0,0,0,0,0,8,3,29,2,5,0,0,37,1,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,72,22,4,4,1,0,2,39,0,0,0,0,0,0,1,0,0,1,0,15,1,6,0,6,0,22,0,4,0,2,0,0,10,24,0,0,0,0,0,1,0,4,nan,0,6,6,39,0,31,0,4,0,0,0,0,0,0,0,24,6,2,19,2,0,0,0,0,0,0,0,0,82,8,7,0,0,0,0,0,0,1,1,8,1,29,2,6,1,0,37,2,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,72,22,4,4,1,0,2,39,0,0,0,0,0,0,1,0,0,1,0,15,1,7,0,6,0,22,0,4,0,2,0,0,10,24,0,0,0,0,0,1,0,4,nan,0,6,6,39,0,31,0,4,0,0,0,0,0,1,0,24,6,2,19,2,0,0,0,0,0,0,0,1,82,8,7,0,0,0,0,1,0,0,1,8,1,29,2,7,1,0,37,1,0
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,72,22,4,4,1,0,2,39,0,0,0,0,0,0,1,0,0,1,0,15,1,8,0,6,0,22,0,4,0,2,0,0,10,24,0,0,0,0,0,1,0,4,nan,0,6,6,39,0,31,0,4,0,0,0,0,0,0,0,24,6,2,19,2,0,0,0,0,0,0,0,1,82,8,7,0,0,0,0,0,0,0,1,8,1,29,2,8,1,0,37,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,22,4,4,2,0,2,39,0,0,0,0,0,0,2,0,0,1,0,15,1,9,0,6,0,22,0,4,0,2,0,0,10,24,0,0,0,0,0,2,0,4,nan,0,6,6,39,0,31,0,4,0,0,0,0,0,1,0,24,6,2,19,2,0,0,0,0,0,1,0,0,82,8,7,0,0,0,0,0,0,1,1,8,0,29,2,9,2,0,37,2,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,72,22,4,4,1,0,2,39,1,0,0,0,1,0,1,0,0,1,1,15,1,10,0,6,0,22,0,4,0,2,0,0,10,24,0,0,0,1,0,1,0,4,nan,0,6,6,39,0,31,0,4,0,0,0,0,0,1,0,24,6,2,19,2,0,0,0,0,0,0,0,0,82,8,7,0,0,0,0,0,0,1,1,8,0,29,2,10,1,0,37,2,0
